row_number, computation, coverage, status,1,2,3,4,5,6,7,8,9,10,
731,0,19,false,9, 10, 3, 7, 13, 9, 4, 13, 16, 11,
732,0,15,false,4, 5, 7, 6, 8, 9, 8, 10, 11, 7,
733,0,5,true,2, 2, 2, 3, 3, 2, 4, 2, 2, 3,
734,0,4,true,1, 2, 3, 2, 2, 1, 2, 1, 3, 3,
735,0,3,true,3, 1, 1, 1, 3, 1, 1, 1, 1, 2,
736,0,3,true,1, 1, 1, 1, 1, 2, 3, 1, 3, 1,
737,0,3,true,1, 2, 2, 1, 1, 2, 1, 2, 2, 1,
738,0,3,true,1, 2, 1, 1, 1, 1, 2, 2, 1, 3,
739,0,4,true,3, 2, 3, 2, 2, 1, 2, 2, 2, 1,
740,0,3,true,1, 2, 2, 1, 1, 2, 2, 1, 1, 2,
741,0,3,true,1, 2, 2, 1, 1, 2, 1, 2, 2, 1,
742,0,5,true,2, 3, 2, 2, 3, 3, 3, 3, 2, 2,
743,0,18,false,6, 13, 6, 8, 7, 10, 7, 9, 12, 12,
744,0,4,true,3, 2, 3, 2, 2, 1, 1, 3, 1, 2,
745,0,15,false,8, 8, 10, 7, 10, 7, 6, 10, 7, 2,
746,0,3,true,2, 1, 1, 1, 1, 2, 2, 1, 1, 3,
747,0,17,false,4, 6, 6, 8, 10, 7, 12, 9, 13, 10,
748,0,3,true,1, 1, 2, 1, 2, 1, 1, 2, 1, 3,
749,0,3,true,1, 1, 1, 1, 2, 1, 2, 2, 2, 2,
750,0,3,true,2, 2, 1, 1, 1, 1, 3, 2, 1, 1,
751,0,3,true,1, 1, 1, 1, 1, 2, 3, 2, 2, 1,
752,0,16,false,9, 7, 9, 13, 10, 4, 6, 7, 9, 6,
753,0,3,true,1, 2, 2, 1, 1, 2, 2, 1, 1, 2,
754,0,4,true,1, 2, 1, 2, 2, 1, 3, 3, 2, 3,
755,0,4,true,3, 2, 2, 1, 1, 1, 2, 3, 2, 3,
756,0,3,true,2, 2, 1, 1, 2, 2, 1, 2, 1, 1,
757,0,14,false,12, 4, 7, 10, 8, 7, 5, 9, 2, 6,
758,0,4,true,2, 1, 3, 1, 3, 2, 3, 1, 3, 1,
759,0,25,false,12, 17, 12, 22, 8, 9, 12, 15, 11, 7,
760,0,5,true,2, 3, 2, 3, 2, 3, 3, 3, 2, 2,
761,0,3,true,1, 1, 2, 1, 1, 2, 1, 3, 1, 2,
762,0,12,false,5, 4, 8, 11, 7, 4, 6, 5, 6, 4,
763,0,4,true,2, 2, 1, 2, 1, 2, 3, 3, 1, 3,
764,0,3,true,1, 1, 3, 1, 1, 2, 1, 1, 1, 3,
765,0,4,true,1, 1, 3, 2, 3, 3, 2, 1, 2, 2,
766,0,3,true,1, 2, 2, 1, 2, 1, 2, 1, 2, 1,
767,0,5,true,2, 3, 2, 2, 3, 2, 3, 3, 3, 2,
768,0,12,false,11, 5, 11, 3, 3, 10, 5, 3, 4, 5,
769,0,3,true,1, 1, 2, 2, 1, 2, 1, 2, 2, 1,
770,0,4,true,3, 1, 1, 3, 2, 2, 1, 3, 3, 1,
771,0,17,false,9, 5, 11, 14, 7, 11, 5, 7, 7, 9,
772,0,3,true,2, 2, 1, 1, 1, 2, 1, 3, 1, 1,
773,0,4,true,2, 1, 2, 1, 2, 2, 3, 3, 1, 3,
774,0,4,true,2, 1, 1, 1, 3, 1, 3, 2, 3, 3,
775,0,4,true,1, 2, 3, 1, 3, 2, 2, 3, 2, 1,
776,0,4,true,1, 3, 1, 1, 1, 3, 3, 1, 3, 3,
777,0,3,true,2, 2, 2, 1, 1, 2, 1, 1, 1, 2,
778,0,14,false,3, 1, 8, 8, 13, 9, 6, 4, 8, 10,
779,0,4,true,2, 3, 2, 1, 1, 2, 3, 3, 2, 1,
780,0,5,true,2, 2, 3, 2, 3, 3, 3, 2, 2, 3,
781,0,12,false,9, 6, 5, 6, 3, 7, 7, 9, 7, 1,
782,0,10,false,6, 5, 4, 5, 6, 6, 2, 4, 3, 9,
783,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
784,0,4,true,3, 1, 2, 2, 3, 1, 2, 2, 2, 2,
785,0,3,true,2, 1, 3, 1, 2, 1, 1, 2, 1, 1,
786,0,5,true,2, 2, 3, 3, 2, 3, 3, 2, 3, 2,
787,0,10,false,6, 6, 7, 4, 7, 6, 4, 2, 2, 6,
788,0,11,false,5, 6, 3, 5, 6, 8, 1, 6, 11, 4,
789,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
790,0,4,true,3, 1, 2, 1, 3, 1, 3, 2, 1, 3,
791,0,3,true,1, 2, 2, 2, 1, 1, 1, 1, 3, 1,
792,0,16,false,2, 11, 11, 6, 8, 8, 9, 5, 12, 8,
793,0,3,true,1, 1, 3, 1, 1, 1, 2, 1, 1, 3,
794,0,3,true,1, 1, 2, 1, 1, 3, 2, 1, 2, 1,
795,0,7,false,2, 5, 4, 4, 0, 4, 1, 5, 3, 7,
796,0,4,true,3, 2, 3, 1, 2, 2, 3, 1, 1, 2,
797,0,4,true,1, 3, 2, 1, 3, 3, 3, 1, 1, 2,
798,0,3,true,1, 1, 1, 2, 3, 1, 3, 1, 1, 1,
799,0,4,true,2, 2, 3, 2, 3, 1, 2, 1, 2, 2,
800,0,3,true,2, 2, 1, 1, 2, 3, 1, 1, 1, 1,
801,0,3,true,1, 2, 1, 1, 3, 2, 2, 1, 1, 1,
802,0,3,true,2, 3, 2, 1, 1, 1, 1, 2, 1, 1,
803,0,3,true,1, 3, 1, 2, 1, 1, 3, 1, 1, 1,
804,0,3,true,3, 1, 1, 1, 2, 1, 1, 2, 2, 1,
805,0,5,true,1, 3, 3, 1, 3, 3, 3, 3, 3, 2,
806,0,4,true,2, 2, 2, 1, 2, 2, 3, 2, 2, 2,
807,0,12,false,5, 10, 6, 8, 8, 3, 8, 4, 5, 3,
808,0,4,true,1, 2, 3, 1, 2, 3, 2, 3, 1, 2,
809,0,3,true,2, 1, 2, 1, 1, 2, 1, 2, 1, 2,
810,0,4,true,1, 3, 2, 1, 2, 3, 2, 2, 2, 2,
811,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
812,0,4,true,2, 2, 1, 2, 2, 2, 3, 3, 1, 2,
813,0,9,false,3, 3, 2, 3, 8, 2, 5, 5, 5, 9,
814,0,3,true,2, 2, 1, 2, 1, 2, 1, 1, 2, 1,
815,0,10,false,7, 7, 6, 8, 3, 1, 4, 8, 2, 4,
816,0,11,false,7, 5, 2, 7, 7, 7, 5, 4, 8, 3,
817,0,15,false,9, 5, 9, 7, 8, 6, 6, 5, 9, 11,
818,0,3,true,2, 1, 2, 2, 1, 2, 2, 1, 1, 1,
819,0,3,true,2, 1, 2, 1, 2, 1, 2, 1, 2, 1,
820,0,3,true,2, 1, 1, 1, 1, 2, 2, 1, 2, 2,
821,0,9,false,7, 4, 4, 5, 5, 2, 7, 6, 3, 2,
822,0,7,false,2, 7, 4, 2, 2, 6, 0, 4, 3, 5,
823,0,3,true,2, 2, 2, 2, 1, 1, 2, 1, 1, 1,
824,0,3,true,2, 2, 2, 2, 1, 2, 1, 1, 1, 1,
825,0,3,true,2, 2, 2, 2, 1, 1, 1, 2, 1, 1,
826,0,3,true,2, 1, 1, 1, 2, 2, 2, 1, 2, 1,
827,0,7,false,5, 7, 2, 1, 1, 2, 6, 3, 7, 1,
828,0,3,true,2, 1, 1, 2, 2, 1, 1, 1, 2, 2,
829,0,3,true,1, 1, 2, 2, 2, 1, 1, 2, 1, 2,
830,0,9,false,3, 3, 3, 7, 7, 4, 8, 2, 4, 4,
831,0,3,true,2, 1, 2, 1, 2, 1, 2, 1, 1, 2,
832,0,3,true,1, 2, 1, 2, 2, 1, 1, 1, 2, 2,
833,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
834,0,3,true,2, 2, 1, 2, 1, 2, 1, 1, 2, 1,
835,0,3,true,2, 2, 2, 2, 1, 1, 2, 1, 1, 1,
836,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
837,0,3,true,1, 2, 2, 1, 2, 1, 2, 1, 1, 2,
838,0,5,false,1, 1, 3, 1, 0, 5, 4, 5, 3, 2,
839,0,3,true,1, 1, 1, 2, 1, 1, 2, 2, 2, 2,
840,0,8,false,3, 6, 5, 2, 4, 7, 5, 5, 0, 3,
841,0,3,true,1, 1, 2, 2, 2, 1, 1, 2, 1, 2,
842,0,3,true,2, 1, 1, 2, 2, 1, 1, 2, 2, 1,
843,0,3,true,2, 1, 1, 1, 2, 1, 2, 2, 2, 1,
844,0,3,true,1, 2, 1, 2, 2, 1, 2, 2, 1, 1,
845,0,6,false,3, 2, 2, 1, 1, 2, 4, 4, 5, 6,
846,0,3,true,2, 2, 1, 2, 2, 1, 1, 1, 1, 2,
847,0,11,false,2, 11, 6, 5, 3, 3, 7, 4, 8, 6,
848,0,6,false,0, 3, 1, 5, 2, 2, 6, 2, 6, 3,
849,0,3,true,2, 1, 1, 2, 1, 2, 2, 1, 1, 2,
850,0,3,true,2, 2, 1, 2, 1, 2, 2, 1, 1, 1,
851,0,3,true,2, 2, 1, 2, 1, 2, 2, 1, 1, 1,
852,0,6,false,5, 0, 2, 1, 2, 2, 6, 5, 4, 3,
853,0,3,true,2, 2, 1, 2, 1, 1, 1, 1, 2, 2,
854,0,6,false,4, 2, 4, 3, 0, 6, 3, 2, 5, 1,
855,0,7,false,4, 5, 6, 0, 5, 5, 2, 5, 2, 1,
856,0,3,true,1, 1, 2, 1, 1, 1, 2, 2, 2, 2,
857,0,5,false,0, 4, 2, 4, 3, 1, 2, 5, 3, 1,
858,0,3,true,1, 1, 2, 1, 2, 2, 2, 1, 1, 2,
859,0,5,false,2, 3, 5, 1, 1, 2, 2, 3, 3, 3,
860,0,3,true,1, 2, 1, 2, 2, 1, 2, 2, 1, 1,
861,0,3,true,2, 1, 1, 2, 2, 1, 2, 1, 1, 2,
862,0,3,true,1, 2, 1, 1, 2, 2, 1, 2, 1, 2,
863,0,6,false,1, 0, 5, 2, 3, 4, 3, 3, 6, 3,
864,0,3,true,1, 1, 2, 1, 2, 2, 1, 2, 2, 1,
865,0,3,true,2, 2, 1, 1, 1, 2, 1, 2, 1, 2,
866,0,3,true,1, 2, 1, 1, 2, 2, 1, 2, 1, 2,
867,0,7,false,5, 2, 2, 7, 3, 3, 4, 3, 2, 4,
868,0,3,true,2, 1, 2, 2, 1, 1, 2, 1, 1, 2,
869,0,5,false,2, 5, 2, 1, 3, 3, 2, 1, 3, 3,
870,0,3,true,1, 2, 2, 1, 1, 2, 1, 1, 2, 2,
871,0,3,true,2, 2, 1, 1, 1, 2, 1, 2, 2, 1,
872,0,3,true,1, 2, 2, 2, 2, 1, 2, 1, 1, 1,
873,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
874,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
875,0,3,true,1, 2, 2, 1, 1, 1, 2, 2, 2, 1,
876,0,3,true,1, 2, 2, 1, 2, 2, 1, 2, 1, 1,
877,0,5,false,1, 3, 3, 4, 5, 2, 2, 0, 2, 3,
878,0,3,true,1, 2, 2, 1, 1, 2, 1, 1, 2, 2,
879,0,3,true,2, 2, 2, 2, 1, 1, 1, 2, 1, 1,
880,0,3,true,1, 1, 1, 2, 2, 2, 1, 1, 2, 2,
881,0,3,true,2, 2, 1, 1, 1, 1, 1, 2, 2, 2,
882,0,3,true,1, 2, 1, 1, 2, 2, 2, 1, 2, 1,
883,0,3,true,2, 1, 1, 1, 2, 1, 1, 2, 2, 2,
884,0,7,false,3, 3, 4, 1, 6, 3, 2, 7, 2, 4,
885,0,3,false,1, 2, 0, 2, 3, 3, 0, 1, 1, 2,
886,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
887,0,6,false,3, 4, 2, 3, 5, 2, 5, 3, 0, 3,
888,0,3,true,1, 1, 1, 2, 2, 2, 2, 1, 1, 2,
889,0,3,true,2, 1, 2, 1, 2, 1, 1, 2, 1, 2,
890,0,4,false,2, 2, 2, 3, 2, 3, 4, 2, 0, 0,
891,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
892,0,4,false,0, 1, 4, 1, 1, 3, 1, 4, 2, 3,
893,0,3,false,0, 3, 0, 3, 1, 1, 0, 3, 2, 2,
894,0,3,true,2, 1, 2, 1, 1, 2, 1, 1, 2, 2,
895,0,3,true,1, 1, 2, 2, 2, 1, 1, 2, 1, 2,
896,0,3,false,1, 1, 3, 0, 0, 3, 1, 3, 3, 0,
897,0,2,false,0, 1, 0, 2, 2, 0, 2, 2, 0, 1,
898,0,2,false,1, 2, 0, 2, 2, 1, 1, 0, 0, 1,
899,0,3,false,1, 0, 2, 1, 2, 1, 2, 0, 3, 3,
900,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
901,0,4,false,4, 3, 1, 3, 1, 4, 0, 3, 0, 1,
902,0,3,false,0, 1, 2, 0, 2, 3, 3, 1, 2, 1,
903,0,3,false,2, 0, 2, 3, 1, 1, 0, 3, 1, 2,
904,0,2,true,1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
905,0,4,false,0, 1, 3, 0, 1, 2, 3, 3, 3, 4,
906,0,3,false,2, 2, 2, 0, 3, 2, 1, 3, 0, 0,
907,0,2,false,2, 2, 0, 1, 0, 1, 0, 2, 2, 0,
908,0,4,false,2, 1, 4, 4, 1, 1, 1, 1, 2, 3,
909,0,2,false,0, 0, 0, 2, 2, 2, 1, 1, 1, 1,
910,0,4,false,4, 1, 3, 1, 2, 3, 2, 1, 2, 1,
911,0,2,false,1, 0, 0, 0, 1, 0, 2, 2, 2, 2,
912,0,3,false,2, 0, 2, 0, 3, 0, 3, 1, 1, 3,
913,0,3,false,2, 1, 1, 1, 2, 2, 2, 2, 0, 2,
914,0,3,true,2, 1, 1, 1, 2, 1, 2, 2, 1, 2,
915,0,3,false,1, 0, 0, 3, 0, 2, 3, 1, 2, 3,
916,0,3,false,2, 2, 0, 2, 2, 1, 0, 3, 0, 3,
917,0,3,false,2, 0, 2, 1, 3, 1, 2, 2, 0, 2,
918,0,3,false,2, 3, 0, 0, 2, 1, 1, 3, 2, 1,
919,0,3,false,0, 1, 1, 0, 3, 3, 0, 3, 1, 3,
920,0,2,false,1, 0, 1, 0, 2, 1, 1, 1, 1, 2,
921,0,2,false,0, 0, 2, 2, 0, 2, 1, 1, 1, 1,
922,0,2,false,1, 1, 2, 0, 1, 1, 2, 0, 1, 1,
923,0,1,false,1, 1, 0, 0, 0, 0, 1, 0, 1, 1,
924,0,2,false,2, 0, 1, 1, 2, 1, 0, 1, 0, 2,
925,0,3,true,1, 1, 1, 2, 1, 2, 2, 1, 2, 2,
926,0,2,false,2, 1, 1, 0, 0, 1, 1, 1, 2, 1,
927,0,2,false,1, 1, 1, 2, 0, 0, 1, 2, 2, 0,
928,0,4,false,0, 3, 3, 2, 3, 2, 1, 2, 2, 2,
929,0,1,false,1, 0, 1, 0, 1, 0, 0, 1, 0, 1,
930,0,3,false,0, 2, 2, 1, 2, 3, 1, 1, 1, 2,
931,0,2,false,1, 0, 2, 0, 2, 0, 2, 2, 0, 1,
932,0,2,false,0, 1, 2, 0, 2, 0, 2, 2, 0, 1,
933,0,2,false,1, 2, 1, 2, 0, 0, 2, 0, 0, 2,
934,0,1,false,1, 1, 1, 0, 0, 0, 1, 1, 0, 0,
935,0,1,false,0, 1, 0, 0, 1, 0, 1, 1, 0, 1,
936,0,1,false,1, 1, 0, 0, 0, 1, 0, 0, 1, 1,
937,0,2,false,2, 2, 1, 0, 1, 2, 2, 0, 0, 0,
938,0,2,false,0, 1, 2, 2, 0, 2, 1, 0, 0, 2,
939,0,1,false,1, 0, 1, 0, 0, 0, 0, 1, 1, 1,
940,0,1,false,1, 0, 1, 1, 0, 0, 0, 1, 0, 1,
941,0,1,false,1, 0, 0, 0, 0, 1, 1, 1, 1, 0,
942,0,1,false,1, 0, 1, 0, 0, 1, 1, 0, 0, 1,
943,0,1,false,1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
944,0,1,false,1, 0, 1, 0, 1, 1, 0, 1, 0, 0,
945,0,1,false,1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
946,0,1,false,0, 1, 0, 0, 1, 1, 1, 1, 0, 0,
947,0,1,false,0, 1, 1, 0, 1, 0, 1, 0, 0, 1,
948,0,1,false,0, 1, 0, 1, 1, 1, 0, 0, 0, 1,
949,0,1,false,0, 1, 1, 0, 0, 1, 1, 0, 1, 0,
950,0,1,false,0, 1, 1, 0, 1, 0, 0, 1, 0, 1,
951,0,1,false,0, 1, 0, 0, 1, 0, 1, 1, 0, 1,
952,0,1,false,0, 0, 1, 1, 0, 0, 1, 1, 0, 1,
953,0,2,false,1, 1, 1, 0, 1, 2, 1, 2, 0, 1,
954,0,1,false,0, 0, 0, 1, 1, 1, 1, 0, 1, 0,
955,0,1,false,0, 1, 1, 0, 1, 1, 1, 0, 0, 0,
956,0,1,false,0, 1, 1, 1, 0, 0, 1, 0, 0, 1,
957,0,1,false,0, 0, 0, 1, 0, 1, 1, 0, 1, 1,
958,0,1,false,0, 1, 0, 1, 1, 0, 1, 1, 0, 0,
959,0,1,false,0, 0, 0, 1, 0, 1, 1, 1, 1, 0,
960,0,0,false,0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
961,0,1,false,0, 1, 1, 0, 0, 0, 1, 0, 1, 1,
962,0,1,true,0, 1, 1, 1, 0, 1, 0, 0, 1, 0,
